SMILES,ID,Reference,Classification,ReactionName
CC(C)(C)OC(=O)CCC1(CCCC1)C(=O)O.C=CS(=O)(=O)c1ccccc1>>CC(C)(C)OC(=O)C(CCS(=O)(=O)c1ccccc1)CC1(CCCC1)C(=O)O,US05192800A,EXAMPLE 430,3.11.92,Michael addition
CCOC(=O)/C=C/C(F)(F)F.CC(=O)O>CCOC(=O)CC(=O)OCC.C1CCOC1.O=C=O.O[K].O.Cl.[Na]>O=C(O)CC(CC(=O)O)C(F)(F)F,US05238908A,,3.11.92,Michael addition
N#CC1=CCCc2ccccc12.N#CCCc1ccccc1>CC(C)NC(C)C.CCCC[Li].C1CCOC1>N#CC(Cc1ccccc1)C1CCc2ccccc2C1C#N,US05248677A,"EXAMPLE 50, Step 1",3.11.92,Michael addition
COc1ccc2C(=CCCc2c1)C#N.CC#N>CC(C)NC(C)C.CCCC[Li].C1CCOC1>COc1ccc2c(c1)CCC(C2C#N)CC#N,US05248677A,"EXAMPLE 53, Step 1",3.11.92,Michael addition
COC(=O)CC(=O)Cc1ccccc1.COc1ccc2C(=CCCc2c1)C#N>CC#N.C1CN=C2CCCCCN2C1>COC(=O)C(C(=O)Cc1ccccc1)C1CCc2cc(ccc2C1C#N)OC,US05248677A,"EXAMPLE 73, Step 1",3.11.92,Michael addition
"C=C(C(=O)OC)c1ccccc1.CC#N>CC(C)N(C(C)C)[Li].C1CCOC1.[NH4+].[Cl-]>COC(=O)[C@H](CCC#N)c1ccccc1 |&1:34,f:4.5|",US05292749A,PREPARATION 21,3.11.92,Michael addition
CCOC(=O)CC(C)=O.COc1cc(ccc1OC)C=CC(=O)c1ccccc1>CCO>CCOC(=O)C(C(C)=O)C(CC(=O)c1ccccc1)c1ccc(c(c1)OC)OC,US05342835A,EXAMPLE 501,3.11.92,Michael addition
C=CC#N.CC(=O)CC(C)=O>[Na]>CC(=O)C(CCC#N)C(C)=O,US05352793A,"EXAMPLE 8, Step a",3.11.92,Michael addition
CCOC(=O)/C=C/[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C.CCOC(=O)CC(=O)OCC>CC(=O)O.CCO[Na].CCO.[Na]>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCC)[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C,US05374720A,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1CCCC=C1c1ccccc1>CC(=O)O>CCOC(=O)C(C(=O)OCC)[C@@H]1CCCC([C@H]1c1ccccc1)=O,US05387595A,"EXAMPLE 1, Step C",3.11.92,Michael addition
C=C(CCc1ccccc1)C(=O)OC(C)(C)C.O=C(O)C1CCCC1>CC(C)NC(C)C.CCCCCC.CCCC[Li].C1CCOC1>CC(C)(C)OC(=O)C(CCc1ccccc1)CC1(CCCC1)C(=O)O |f:3.4|,US05389610A,"EXAMPLE 1, Step 1",3.11.92,Michael addition
CCOC(=O)/C=C/C(F)(F)F.CC(=O)O>CCOC(=O)CC(=O)OCC.C1CCOC1.O=C=O.O[K].O.Cl.[Na]>O=C(O)CC(CC(=O)O)C(F)(F)F,US05393735A,,3.11.92,Michael addition
CCOC(=O)CC(C)=O.COc1cc(ccc1OC)C=CC(=O)c1ccccc1>CCO>CCOC(=O)C(C(C)=O)C(CC(=O)c1ccccc1)c1ccc(c(c1)OC)OC,US05475132A,EXAMPLE 501,3.11.92,Michael addition
O=C(/C=C\C(=O)OC(c1ccccc1)c1ccccc1)OC(c1ccccc1)c1ccccc1.CC(=O)O>CC(=O)OC(c1ccccc1)(c1ccccc1)c1ccccc1.CC(C)N(C(C)C)[Li].C1CCCCC1.O>O=C(CC(CC(=O)O)C(=O)OC(c1ccccc1)c1ccccc1)OC(c1ccccc1)c1ccccc1,US05488149A,REFERENCE EXAMPLE 1,3.11.92,Michael addition
C=CC(=O)CCCCCCC.CCOC(=O)CC(=O)c1ccccc1Cl>O.CCO.CCO[Na]>CCOC(=O)C(CCC(=O)CCCCCCC)C(=O)c1ccccc1Cl,US05500424A,"REFERENCE EXAMPLE 5, Step 1",3.11.92,Michael addition
CCOC(=O)/C=C/C(F)(F)F.CC(=O)O>CCOC(=O)CC(=O)OCC.C1CCOC1.O=C=O.O[K].O.Cl.[Na]>O=C(O)CC(CC(=O)O)C(F)(F)F,US05502027A,,3.11.92,Michael addition
CCOC(=O)CC(=O)C(C)C.CCO[Na].O=C(/C=C/c1ccc(cc1)F)c1ccccc1>[NH4+].[Cl-].CCOCC.CCO>CCOC(=O)C(C(=O)C(C)C)C(CC(=O)c1ccccc1)c1ccc(cc1)F.CCO[Na] |f:3.4|,US05506219A,"Example 1, Step B",3.11.92,Michael addition
CCOC(=O)CC(C)=O.CCO[Na].O=C(/C=C/c1ccc(cc1)F)c1ccccc1>O.CCO.CC(=O)O>CCOC(=O)C(C(C)=O)C(CC(=O)c1ccccc1)c1ccc(cc1)F.CCO[Na],US05506219A,"Example 2, Step A",3.11.92,Michael addition
CCOC(=O)CC(=O)C(C)C.CC(C)C(=O)C=Cc1ccc(cc1)F>CCCCCC.CCO.CCO[Na]>CCOC(=O)C(C(=O)C(C)C)C(CC(=O)C(C)C)c1ccc(cc1)F,US05506219A,"Example 68, Step B",3.11.92,Michael addition
O=C(/C=C\C(=O)OC(c1ccccc1)c1ccccc1)OC(c1ccccc1)c1ccccc1.CC(=O)O>CC(=O)OC(c1ccccc1)(c1ccccc1)c1ccccc1.CC(C)N(C(C)C)[Li].C1CCCCC1.O>O=C(CC(CC(=O)O)C(=O)OC(c1ccccc1)c1ccccc1)OC(c1ccccc1)c1ccccc1,US05606101A,REFERENCE EXAMPLE 1,3.11.92,Michael addition
O=C(/C=C\C(=O)OC(c1ccccc1)c1ccccc1)OC(c1ccccc1)c1ccccc1.CC(=O)O>CC(=O)OC(c1ccccc1)(c1ccccc1)c1ccccc1.CC(C)N(C(C)C)[Li].C1CCCCC1.O>O=C(CC(CC(=O)O)C(=O)OC(c1ccccc1)c1ccccc1)OC(c1ccccc1)c1ccccc1,US05616803A,EXAMPLE 1,3.11.92,Michael addition
CCOC(=O)/C=C/C(F)(F)F.CC(=O)O>CCOC(=O)CC(=O)OCC.C1CCOC1.O=C=O.O[K].O.Cl.[Na]>O=C(O)CC(CC(=O)O)C(F)(F)F,US05631209A,,3.11.92,Michael addition
CCOC(=O)CC(=O)C(C)C.CCO[Na].O=C(/C=C/c1ccc(cc1)F)c1ccccc1>[NH4+].[Cl-].CCOCC.CCO>CCOC(=O)C(C(=O)C(C)C)C(CC(=O)c1ccccc1)c1ccc(cc1)F.CCO[Na] |f:3.4|,US05686433A,"EXAMPLE 1, Step B",3.11.92,Michael addition
CCOC(=O)CC(C)=O.CCO[Na].O=C(/C=C/c1ccc(cc1)F)c1ccccc1>O.CCO.CC(=O)O>CCOC(=O)C(C(C)=O)C(CC(=O)c1ccccc1)c1ccc(cc1)F.CCO[Na],US05686433A,"EXAMPLE 2, Step A",3.11.92,Michael addition
CCOC(=O)C(=Cc1ccc(cc1)F)C(=O)C(C)C.O=C1CCCCc2ccccc12>C[Si](C)(C)N([Si](C)(C)C)[Li].C1CCOC1>CCOC(=O)C(C(=O)C(C)C)C(c1ccc(cc1)F)C1CCCc2ccccc2C1=O,US05686433A,"EXAMPLE 63, Step A",3.11.92,Michael addition
CCOC(=O)CC(=O)C(C)C.CC(C)C(=O)C=Cc1ccc(cc1)F>CCCCCC.CCO.CCO[Na]>CCOC(=O)C(C(=O)C(C)C)C(CC(=O)C(C)C)c1ccc(cc1)F,US05686433A,"EXAMPLE 68, Step B",3.11.92,Michael addition
CCOC(=O)C(=Cc1ccc(cc1)F)C(=O)C(C)C.O=C1CCCc2ccccc12>C[Si](C)(C)N([Si](C)(C)C)[Li].C1CCOC1.CC(=O)O>CCOC(=O)C(C(=O)C(C)C)C(c1ccc(cc1)F)C1CCc2ccccc2C1=O,US05686433A,"EXAMPLE 86, Step A",3.11.92,Michael addition
CCOC(=O)CC(=O)C(C)C.CCO[Na].O=C(/C=C/c1ccc(cc1)F)c1ccccc1>[NH4+].[Cl-].CCOCC.CCO>CCOC(=O)C(C(=O)C(C)C)C(CC(=O)c1ccccc1)c1ccc(cc1)F.CCO[Na] |f:3.4|,US05691322A,"EXAMPLE 1, Step B",3.11.92,Michael addition
CCOC(=O)CC(C)=O.CCO[Na].O=C(/C=C/c1ccc(cc1)F)c1ccccc1>O.CCO.CC(=O)O>CCOC(=O)C(C(C)=O)C(CC(=O)c1ccccc1)c1ccc(cc1)F.CCO[Na],US05691322A,"EXAMPLE 2, Step A",3.11.92,Michael addition
CCOC(=O)C(=Cc1ccc(cc1)F)C(=O)C(C)C.O=C1CCCCc2ccccc12>C[Si](C)(C)N([Si](C)(C)C)[Li].C1CCOC1>CCOC(=O)C(C(=O)C(C)C)C(c1ccc(cc1)F)C1CCCc2ccccc2C1=O,US05691322A,"EXAMPLE 63, Step A",3.11.92,Michael addition
CCOC(=O)CC(=O)C(C)C.CC(C)C(=O)C=Cc1ccc(cc1)F>CCCCCC.CCO.CCO[Na]>CCOC(=O)C(C(=O)C(C)C)C(CC(=O)C(C)C)c1ccc(cc1)F,US05691322A,"EXAMPLE 68, Step B",3.11.92,Michael addition
CCOC(=O)C(=Cc1ccc(cc1)F)C(=O)C(C)C.O=C1CCCc2ccccc12>C[Si](C)(C)N([Si](C)(C)C)[Li].C1CCOC1.CC(=O)O>CCOC(=O)C(C(=O)C(C)C)C(c1ccc(cc1)F)C1CCc2ccccc2C1=O,US05691322A,"EXAMPLE 86, Step A",3.11.92,Michael addition
C=CC(=O)OC.CC(C)(C)OC(=O)CCN1CCC(CC1)=O>>COC(=O)CCC1CN(CCC1=O)CCC(=O)OC(C)(C)C,US05773442A,Example 5,3.11.92,Michael addition
O=C(/C=C\C(=O)OC(c1ccccc1)c1ccccc1)OC(c1ccccc1)c1ccccc1.CC(=O)O>CC(=O)OC(c1ccccc1)(c1ccccc1)c1ccccc1.CC(C)N(C(C)C)[Li].C1CCCCC1.O>O=C(CC(CC(=O)O)C(=O)OC(c1ccccc1)c1ccccc1)OC(c1ccccc1)c1ccccc1,US05777150A,REFERENCE EXAMPLE 1,3.11.92,Michael addition
C=C(CCOCc1ccccc1)C(=O)OC(C)(C)C.O=C(O)C1CCCC1>CC(C)NC(C)C.CCCCCC.CCCC[Li].C1CCOC1>CC(C)(C)OC(=O)C(CCOCc1ccccc1)CC1(CCCC1)C(=O)O,US05854275A,"EXAMPLE 7, Step A",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)/C=C/c1cccc(c1)F>O.Cl.ClCCl.[Na]>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCC)c1cccc(c1)F |f:2.3|,US05872118A,"EXAMPLE 25, Step b",3.11.92,Michael addition
COC(=O)C=Cc1ccc(cc1)F.COC(=O)CC#N>O.Cl.Cc1ccccc1.CO.CO[Na]>COC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OC |f:2.3|,US05948914A,Example 1,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)C=Cc1cccc(c1)F>CCO.C1CCOC1.[NaH]>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCC)c1cccc(c1)F,US06090944A,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)/C=C/c1cccc(c1)F>O.Cl.ClCCl.[Na]>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCC)c1cccc(c1)F |f:2.3|,US06124284A,"EXAMPLE 25, Step b",3.11.92,Michael addition
CCOC(=O)CC#N.CCOC(=O)C=Cc1ccc(cc1)F>CCO.CCO[Na]>CCOC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OCC,US06197960B1,EXAMPLE 1,3.11.92,Michael addition
CCOC(=O)C=Cc1ccc(cc1)F.CCOC(=O)CC#N>O.CCO.CC(=O)O.CN(C)C=O.[NaH]>CCOC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OCC,US06197960B1,EXAMPLE 2,3.11.92,Michael addition
C=CC#N.O=C1CCCCC1>>N#CCCC1CCCCC1=O,US06310032_C00025,,3.11.92,Michael addition
C=CC#N.CC(C)C=O>>CC(C)(C=O)CCC#N,US06319946_C00865,,3.11.92,Michael addition
C=CC#N.O=CC1CCCC1>>N#CCCC1(CCCC1)C=O,US06319946_C00888,,3.11.92,Michael addition
C=CC#N.O=CC1CCCCC1>>N#CCCC1(CCCCC1)C=O,US06319946_C00892,,3.11.92,Michael addition
CC(C)C=O.C=CC#N>Oc1ccc(cc1)O.C1COCCO1.O[Na]>CC(C)(C=O)CCC#N,US06319946B1,COMPOUND 1,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.Cc1ncc(cn1)C=CC(=O)CCCCc1ccc2CCCNc2n1>CCO.CCO[Na].C1CCOC1>CCOC(=O)C(C(=O)OCC)[C@H](CC(=O)CCCCc1ccc2CCCNc2n1)c1cnc(nc1)C |&1:59|,US06410526B1,"EXAMPLE 1, Step F",3.11.92,Michael addition
C=CCCC(=O)C=Cc1cnc(nc1)C.CCOC(=O)CC(=O)OCC>CCO.CCO[Na]>C=CCCC(=O)CC(c1cnc(nc1)C)C(C(=O)OCC)C(=O)OCC,US06410526B1,"EXAMPLE 21, Step C",3.11.92,Michael addition
O=C(C=Cc1ccccc1)c1ccccc1.O=C1CCCCC1>CCO.O[Na]>O=C(CC(c1ccccc1)C1CCCCC1=O)c1ccccc1,US06461876B1,"EXAMPLE IX, Step a",3.11.92,Michael addition
CCOC(=O)CC#N.CCOC(=O)C=Cc1ccc(cc1)F>CCO.CCO[Na]>CCOC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OCC,US06476228B1,EXAMPLE 1,3.11.92,Michael addition
CCOC(=O)C=Cc1ccc(cc1)F.CCOC(=O)CC#N>O.CCO.CC(=O)O.CN(C)C=O.[NaH]>CCOC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OCC,US06476228B1,EXAMPLE 2,3.11.92,Michael addition
COC(=O)C=Cc1ccc(cc1)F.COC(=O)CC#N>O.Cl.Cc1ccccc1.CO.CO[Na]>COC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OC |f:2.3|,US06476227B1,Example 1,3.11.92,Michael addition
CCOC(=O)CC#N.CCOC(=O)C=Cc1ccc(cc1)F>CC(=O)O.CCO[Na]>CCOC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OCC,US06489347B1,EXAMPLE 8,3.11.92,Michael addition
CCOC(=O)CC#N.CCOC(=O)C=Cc1ccc(cc1)F>CCO.CCO[Na]>CCOC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OCC,US06590102B1,EXAMPLE 1,3.11.92,Michael addition
CCOC(=O)C=Cc1ccc(cc1)F.CCOC(=O)CC#N>O.CCO.CC(=O)O.CN(C)C=O.[NaH]>CCOC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OCC,US06590102B1,EXAMPLE 2,3.11.92,Michael addition
COC(=O)C=Cc1ccc2c(c1)CCN2C(=O)OC(C)(C)C.COC(=O)CC(=O)OC>C1CCOC1.CO.O.[Na]>COC(=O)C(C(=O)OC)C(CC(=O)OC)c1ccc2c(c1)CCN2C(=O)OC(C)(C)C,US06608084B1,"EXAMPLE 10, Step a",3.11.92,Michael addition
COC(=O)C=Cc1ccc(cc1)F.COC(=O)CC#N>O.Cl.Cc1ccccc1.CO.CO[Na]>COC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OC |f:2.3|,US06610851B1,Example 1,3.11.92,Michael addition
C=CC#N.CC(C)C=O>>CC(C)(C=O)CCC#N,US06617350_C00865,,3.11.92,Michael addition
C=CC#N.O=CC1CCCC1>>N#CCCC1(CCCC1)C=O,US06617350_C00888,,3.11.92,Michael addition
C=CC#N.O=CC1CCCCC1>>N#CCCC1(CCCCC1)C=O,US06617350_C00892,,3.11.92,Michael addition
CC(C)C=O.C=CC#N>Oc1ccc(cc1)O.C1COCCO1.O[Na]>CC(C)(C=O)CCC#N,US06617350B2,"COMPOUND 1, Step 1",3.11.92,Michael addition
COC(=O)CC(C)=O.CC(C)=CC(C)=O>O=C(CN(CCN(CC(=O)O[Na])CC(=O)O[Na])CC(=O)O[Na])O[Na].CC[O+](CC)[B-](F)(F)F.CCOC(C)=O.C1CCCCC1>COC(=O)C(C(C)=O)C(C)(C)CC(C)=O,US06686498B2,EXAMPLE 1,3.11.92,Michael addition
CC(=O)CC(C)=O.CC(C)=CC(C)=O>O=C(CN(CCN(CC(=O)O[Na])CC(=O)O[Na])CC(=O)O[Na])O[Na].CC[O+](CC)[B-](F)(F)F.CCOC(C)=O.C1CCCCC1>CC(=O)C(C(C)=O)C(C)(C)CC(C)=O,US06686498B2,EXAMPLE 2,3.11.92,Michael addition
COC(=O)CC(C)=O.CC(=O)C(C)=CC>O=C(CN(CCN(CC(=O)O[Na])CC(=O)O[Na])CC(=O)O[Na])O[Na].CC[O+](CC)[B-](F)(F)F.CCOC(C)=O.C1CCCCC1>COC(=O)C(C(C)=O)C(C)C(C)C(C)=O,US06686498B2,EXAMPLE 3,3.11.92,Michael addition
CCOC(=O)CC#N.CCOC(=O)C=Cc1ccc(cc1)F>CC(=O)O.CCO[Na]>CCOC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OCC,US06716985B2,EXAMPLE 8,3.11.92,Michael addition
COC(=O)C=Cc1ccc(cc1)F.COC(=O)CC#N>O.Cl.Cc1ccccc1.CO.CO[Na]>COC(=O)CC(c1ccc(cc1)F)C(C#N)C(=O)OC |f:2.3|,US06815548B2,Example 1,3.11.92,Michael addition
CC(=O)OC(C)(C)C.O=C1C=CCO1>CC(C)N(C(C)C)[Li].C1CCOC1.C1CCOC1.O>CC(C)(C)OC(=O)CC1COC(C1)=O |f:2.4|,US06933304B2_0628,"EXAMPLE 65, Step 1",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.Cc1ncc(cn1)C=CC(=O)CCCCc1ccc2CCCNc2n1>CCO.CCO[Na].C1CCOC1>CCOC(=O)C(C(=O)OCC)[C@H](CC(=O)CCCCc1ccc2CCCNc2n1)c1cnc(nc1)C |&1:59|,US07056909B2_0266,"EXAMPLE 1, Step F",3.11.92,Michael addition
COC(=O)CC(=O)OC.CCCCCC1=CCCC1=O>CO[Na]>CCCCCC1C(CCC1C(C(=O)OC)C(=O)OC)=O,US07078559B2_0055,,3.11.92,Michael addition
C=CC(C)=O.COc1ccc2C(C(Cc2c1)C)=O>CCOC(C)=O.C1CCOC1.C1CN=C2CCCCCN2C1>CC(=O)CCC1(Cc2cc(ccc2C1=O)OC)C,US07087599B2_0187,"EXAMPLE 1, Step 3",3.11.92,Michael addition
C=CC(=O)CC.COc1ccc2C(C(Cc2c1)CCCC)=O>C1CCOC1.C1CN=C2CCCCCN2C1>CCC(=O)CCC1(Cc2cc(ccc2C1=O)OC)CCCC,US07087599B2_0198,"EXAMPLE 2, Step 2",3.11.92,Michael addition
C=CC(C)=O.COc1ccc2C(C(Cc2c1C)CCCC)=O>CCOCC.C1CCOC1.C1CN=C2CCCCCN2C1>CC(=O)CCC1(Cc2c(c(ccc2C1=O)OC)C)CCCC,US07087599B2_0276,"EXAMPLE 13, Step 3",3.11.92,Michael addition
C=CC(=O)CC.COc1ccc2C(C(Cc2c1C)CCCC)=O>CCOC(C)=O.C1CCOC1.C1CN=C2CCCCCN2C1>CCCCC1(Cc2c(c(ccc2C1=O)OC)C)CCC(=O)CC,US07087599B2_0293,"EXAMPLE 15, Step 1",3.11.92,Michael addition
C=CC(=O)CC.COc1ccc2C(C(Cc2c1Cl)CCCC)=O>CCOC(C)=O.C1CCOC1.C1CN=C2CCCCCN2C1>CCCCC1(Cc2c(c(ccc2C1=O)OC)Cl)CCC(=O)CC,US07087599B2_0302,"EXAMPLE 16, Step 2",3.11.92,Michael addition
C=CC(=O)CC.COc1ccc2C(C(Cc2c1)CCO)=O>CO.CCOC(C)=O.CO[Na]>CCC(=O)CCC1(Cc2cc(ccc2C1=O)OC)CCO,US07087599B2_0421,"EXAMPLE 34, Step 2",3.11.92,Michael addition
C/C=C/C(=O)OC.CCS(=O)(=O)c1ccccc1>CN1CCCN(C1=O)C.CCCC[Li].C1CCOC1>COC(=O)CC(C)C(C)S(=O)(=O)c1ccccc1,US07101892B2_0153,,3.11.92,Michael addition
O=CC1CCOCC1.C=CC#N>C[N+](C)(C)Cc1ccccc1.C1COCCO1.[OH-]>N#CCCC1(CCOCC1)C=O |f:2.4|,US07115601B2_0172,Intermediate 6A,3.11.92,Michael addition
CC(=O)OC(C)(C)C.O=C1C=CCO1>CC(C)N(C(C)C)[Li].C1CCOC1.C1CCOC1.O>CC(C)(C)OC(=O)CC1COC(C1)=O |f:2.4|,US07119098B2_0593,"EXAMPLE 65, Step 1",3.11.92,Michael addition
C=CC(=O)CC.COc1ccc2C(C(Cc2c1)CCO)=O>CO.CO[Na]>CCC(=O)CCC1(Cc2cc(ccc2C1=O)OC)CCO,US07151196_C00014,,3.11.92,Michael addition
C=CC(=O)CC.COc1ccc2C(C(Cc2c1)CCO)=O>CO.CCOC(C)=O.CO[Na]>CCC(=O)CCC1(Cc2cc(ccc2C1=O)OC)CCO,US07151196B2_0236,,3.11.92,Michael addition
C=CC(C)=O.CC(=O)Nc1ccc2C(C(Cc2c1)CCCC)=O>CO.CO[Na]>CCCCC1(Cc2cc(ccc2C1=O)NC(C)=O)CCC(C)=O,US07157604_C00008,,3.11.92,Michael addition
C=CC(=O)CC.CC(=O)Nc1ccc2C(C(Cc2c1Br)CC)=O>CO.CO[Na]>CCC(=O)CCC1(Cc2c(c(ccc2C1=O)N)Br)CC,US07157604_C00028,,3.11.92,Michael addition
C=CC(C)=O.CC(=O)Nc1ccc2C(C(Cc2c1)CCCC)=O>CO.CO[Na]>CCCCC1(Cc2cc(ccc2C1=O)NC(C)=O)CCC(C)=O,US07157604B2_0236,,3.11.92,Michael addition
C=CC(C)=O.CCCCC1Cc2c(cc(c(c2Cl)N)F)C1=O>CO.CO[Na]>CCCCC1(Cc2c(c(c(cc2C1=O)F)N)Cl)CCC(C)=O,US07157604B2_0249,"EXAMPLE 2, Step 7",3.11.92,Michael addition
C=CC(C)=O.CCCCC1Cc2cc(c(cc2C1=O)F)N>CCO.CO[Na].ClCCl>CC(=O)CCC1(Cc2cc(c(cc2C1=O)F)N)CCCC,US07157604B2_0265,"EXAMPLE 6, Step 1",3.11.92,Michael addition
C=CC(=O)CC.CCCCC1Cc2cc(c(cc2C1=O)F)N>CCO.CO[Na].ClCCl>CCC(=O)CCC1(Cc2cc(c(cc2C1=O)F)N)CCCC,US07157604B2_0270,"EXAMPLE 7, Step 1",3.11.92,Michael addition
C=CC(=O)CCC.CCCCC1Cc2c(cc(c(c2F)N)F)C1=O>[Br-].C=C[C@H]1C[N+]2(CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc21)Cc1ccc(cc1)C(F)(F)F.Cc1ccccc1.O[K].ClCCl>CCCCC1(Cc2c(c(c(cc2C1=O)F)N)F)CCC(=O)CCC |f:2.3|,US07157604B2_0304,"EXAMPLE 16, Step 1",3.11.92,Michael addition
C=CC(=O)CC.CC(=O)Nc1ccc2C(C(Cc2c1Br)CC)=O>CO.CO[Na]>CCC(=O)CCC1(Cc2c(c(ccc2C1=O)N)Br)CC,US07157604B2_0319,"EXAMPLE 18, Step 3",3.11.92,Michael addition
C=CC(=O)OCC.CC(=O)CC(C)=O>CCCCCCCCP(CCCCCCCC)CCCCCCCC.CCOCC.CC(=O)O>CC(=O)C(CCC(=O)OCC)C(C)=O,US07166648B2_0224,"Example 24, Step a",3.11.92,Michael addition
C=CC(=O)OC.CC(=O)CC(C)=O>[Na]>CC(=O)C(CCC(=O)OC)C(C)=O,US07166648B2_0238,,3.11.92,Michael addition
COC(=O)CC(=O)OC.COC(=O)/C=C/c1ccc(cc1)F>CO.CO[Na].C1CCOC1>COC(=O)C(C(=O)OC)C(CC(=O)OC)c1ccc(cc1)F,US07208495B2_0622,,3.11.92,Michael addition
CCOC(=O)CC(=O)Nc1cncc(c1)C(F)(F)F.CCOC(=O)/C(=C\c1ccc(cc1)C#N)C(C)=O>CCCC[N+](CCCC)(CCCC)CCCC.C1CCOC1.[F-]>CCOC(=O)C(C(C)=O)C(c1ccc(cc1)C#N)C(C(=O)OCC)C(=O)Nc1cncc(c1)C(F)(F)F |f:2.4|,US07230017B2_0309,Example 33A,3.11.92,Michael addition
C=C(CC)CCC(=O)N1C(OC[C@H]1Cc1ccccc1)=O.C=CC#N>CC(C)N(CC)C(C)C.Cl[Ti](Cl)Cl.ClCCl>C=C(CC)C[C@@H](CCC#N)C(=O)N1C(OC[C@H]1Cc1ccccc1)=O,US07238802_C00022,,3.11.92,Michael addition
C=CC#N.N#CCCCCC#N>>N#CCCC(C#N)CCCC#N,US07262256B2_0008,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C1C=CCCC1>CC(C)(C)O>COC(=O)C(C(=O)OC)[C@@H]1CCCC(C1)=O,US07268250B2_0075,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C1C=CCCC1>CC(C)=O>COC(=O)C(C(=O)OC)[C@H]1CCCC(C1)=O,US07268250B2_0076,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCCC1>CC(C)=O>CCOC(=O)C(C(=O)OCC)[C@H]1CCCC(C1)=O,US07268250B2_0077,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCCC1>CC(C)(C)O>CCOC(=O)C(C(=O)OCC)[C@@H]1CCCC(C1)=O,US07268250B2_0079,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C1C=CCC1>CC(C)(C)O>COC(=O)C(C(=O)OC)[C@@H]1CCC(C1)=O,US07268250B2_0080,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C1C=CCC1>CC(C)(C)O>COC(=O)C(C(=O)OC)[C@@H]1CCC(C1)=O,US07268250B2_0081,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C1C=CCC1>CC(C)=O>COC(=O)C(C(=O)OC)[C@H]1CCC(C1)=O,US07268250B2_0082,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCC1>CC(C)(C)O>CCOC(=O)C(C(=O)OCC)[C@@H]1CCC(C1)=O,US07268250B2_0083,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCC1>CC(C)=O>CCOC(=O)C(C(=O)OCC)[C@H]1CCC(C1)=O,US07268250B2_0084,,3.11.92,Michael addition
COC(=O)CC(=O)OC.CC1(C=CC(C1)=O)C>CC(C)(C)O>COC(=O)C(C(=O)OC)C1CC(CC1(C)C)=O,US07268250B2_0086,,3.11.92,Michael addition
COC(=O)CC(C)=O.O=C1C=CCC1>CC(C)(C)O>COC(=O)C(C(C)=O)C1CCC(C1)=O,US07268250B2_0087,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C1C=CCC1>CC(C)(C)O>COC(=O)C(C(=O)OC)[C@@H]1CCC(C1)=O,US07268250B2_0088,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C1C=CCCC1>CC(C)(C)O>COC(=O)C(C(=O)OC)[C@@H]1CCCC(C1)=O,US07268250B2_0089,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C1C=CCCCC1>CC(C)(C)O>COC(=O)C(C(=O)OC)[C@@H]1CCCCC(C1)=O,US07268250B2_0090,,3.11.92,Michael addition
COC(=O)CC(=O)OC.CC1(C=CC(C1)=O)C>CC(C)(C)O>COC(=O)C(C(=O)OC)C1CC(CC1(C)C)=O,US07268250B2_0092,,3.11.92,Michael addition
