SMILES,ID,Reference,Classification,ReactionName
O=C(CC(=O)OCc1ccccc1)OCc1ccccc1.O=C1C=CCCC1>O.C1CCOC1>O=C1CCCC(C1)C(C(=O)OCc1ccccc1)C(=O)OCc1ccccc1,US20160145273A1_C00018,,3.11.92,Michael addition
C=CC(=O)c1cccc(c1)OC.CCOC(=O)CC#N>>COc1cccc(c1)C(=O)CCC(C#N)C(=O)OCC,US20160176868A1_C00082,,3.11.92,Michael addition
C=CC(=O)c1cccc(c1)OC.CCOC(=O)CC#N>O=C(O[K])O[K].C1CCOC1>COc1cccc(c1)C(=O)CCC(C#N)C(=O)OCC,US20160176868A1_0197,Compound 5.3,3.11.92,Michael addition
C/C=C/C(=O)C1C(C=CCC1(C)C)C.CCOC(=O)c1ccc(cc1)C(=O)CC>>CCOC(=O)c1ccc(cc1)C(=O)C(C)C(C)CC(=O)C1C(C=CCC1(C)C)C,US20160186103A1_C00008,,3.11.92,Michael addition
CCOC(=O)c1ccc(cc1)C(=O)CC.C/C=C/C(=O)C1C(C=CCC1(C)C)C>CC(C)NC(C)C.CCCCCC.CCCC[Li].C1CCOC1.Cl[Ce](Cl)Cl.[NH4+].[Cl-]>CCOC(=O)c1ccc(cc1)C(=O)C(C)C(C)CC(=O)C1C(C=CCC1(C)C)C |f:7.8|,US20160186103A1_0104,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCCC1>CCOC(C)=O.C1CCOC1.C1CN=C2CCCCCN2C1>CCOC(=O)C(C(=O)OCC)C1CCCC(C1)=O,US20160194338A1_0558,Intermediate 45A,3.11.92,Michael addition
C=CC(=O)OCC.CC(C)C#N>CC(C)[N-]C(C)C.[Li+]>CCOC(=O)CCC(C)(C)C#N |f:2.3|,US20160251359A1_C00213,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20160263090A1_C00853,,3.11.92,Michael addition
"COC(=O)/C=C/CCN(CCC(C)=O)S(=O)(=O)c1ccc(cc1)C>C1CCOC1.C1CCNC1>COC(=O)C[C@H]1CCN(C[C@@H]1C(C)=O)S(=O)(=O)c1ccc(cc1)C |&1:39,44|",US20160326183A1_0043,,3.11.92,Michael addition
COC(=O)/C=C/CCN(CCC(C)=O)S(=O)(=O)c1ccc(cc1)C>CCOC(C)=O.COC1CCCC1.C[C@@H](N)c1cccc2ccccc21.Oc1ccccc1O>CC(=O)[C@H]1CN(CC[C@@H]1CC(=O)OC)S(=O)(=O)c1ccc(cc1)C,US20160326183A1_0045,,3.11.92,Michael addition
C/C=C/C(=O)C1C(C=CCC1(C)C)C.O=C(CC(=O)c1ccccc1)OCc1ccccc1>O.Cl[Fe](Cl)Cl>CC1C=CCC(C1C(=O)CC(C)C(C(=O)OCc1ccccc1)C(=O)c1ccccc1)(C)C,US20160347704A1_C00011,,3.11.92,Michael addition
C/C=C/C(=O)C1C(C=CCC1(C)C)C.CCCCCCCCCCCCOC(=O)CC(=O)c1ccccc1>O.Cl[Fe](Cl)Cl>CCCCCCCCCCCCOC(=O)C(C(=O)c1ccccc1)C(C)CC(=O)C1C(C=CCC1(C)C)C,US20160347704A1_C00013,,3.11.92,Michael addition
C=C(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C.CCC(=O)c1ccc(cc1)-c1ccccc1>CS(C)=O.[NaH]>CC(CC(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(=O)c1ccc(cc1)-c1ccccc1,US20160368862A1_C00006,,3.11.92,Michael addition
CCOC(=O)/C=C/[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C.CCOC(=O)CC#N>CC(C)(C)O[K].CC(=O)O.CCO.ClCCl>CCOC(=O)C(C#N)C(CC(=O)OCC)C1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C,US20170015650A1_0435,,3.11.92,Michael addition
COC(=O)/C=C/C1c2ccccc2CN1C(=O)OC(C)(C)C.COC(=O)CC#N>O=C(O[Cs])O[Cs].CC#N>COC(=O)C(C#N)C(CC(=O)OC)C1c2ccccc2CN1C(=O)OC(C)(C)C,US20170015650A1_0542,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20170121345A1_C00881,,3.11.92,Michael addition
C=C1C([C@]2(c3ncc(cc3O[C@]2([C@@H]1c1ccccc1)c1ccc(cc1)Br)Cl)O)=O.COC(=O)CC(=O)OC>CO.CO[Na]>COC(=O)C(C[C@H]1C([C@]2(c3ncc(cc3O[C@]2([C@@H]1c1ccccc1)c1ccc(cc1)Br)Cl)O)=O)C(=O)OC,US20170145026A1_C00090,,3.11.92,Michael addition
N#CC=Cc1cccc(c1)C(F)(F)F.CCOC(=O)CC(=O)OCC>CCO[Na].CCO.[Na]>CCOC(=O)C(C(=O)OCC)C(CC#N)c1cccc(c1)C(F)(F)F,US20170158638A1_0209,"Example 1, Step B",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CC(C)=CC(=O)c1ccc(cc1)F>CCO.CCO[Na]>CCOC(=O)C(C(=O)OCC)C(C)(C)CC(=O)c1ccc(cc1)F,US20170182050A1_0069,,3.11.92,Michael addition
C=CC(=O)OC.CC(C)C#N>CC(C)N(C(C)C)[Li].C1CCOC1.[NH4+].[Cl-]>COC(=O)CCC(C)(C)C#N |f:4.5|,US20170197978A1_0750,,3.11.92,Michael addition
C=CCOC(=O)C=C.CC1(OC(CC(O1)=O)=O)C>O=C(O[K])O[K]>C=CCOC(=O)CCC1C(OC(OC1=O)(C)C)=O,US20170226141A1_0353,,3.11.92,Michael addition
CC1(OC(CC(O1)=O)=O)C.C=CC(=O)OC(C)(C)C>O=C(O[K])O[K]>CC(C)(C)OC(=O)CCC1C(OC(OC1=O)(C)C)=O,US20170226141A1_0357,,3.11.92,Michael addition
CCOC(=O)/C=C/[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C.CCOC(=O)CC#N>CC(C)(C)O[K].CC(=O)O.CCO.ClCCl>CCOC(=O)C(C#N)C(CC(=O)OCC)C1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C,US20170240530A1_0378,,3.11.92,Michael addition
COC(=O)/C=C/C1c2ccccc2CN1C(=O)OC(C)(C)C.COC(=O)CC#N>O=C(O[Cs])O[Cs].CC#N>COC(=O)C(C#N)C(CC(=O)OC)C1c2ccccc2CN1C(=O)OC(C)(C)C,US20170240530A1_0485,,3.11.92,Michael addition
CCOC(=O)CC(C)=O.CCOC(=O)/C=C1\CC1>O=C(O[K])O[K].C1CCOC1>CCOC(=O)C(C(C)=O)C1(CC1)CC(=O)OCC,US20170247315A1_C00015,,3.11.92,Michael addition
CCOC(=O)/C=C1\CCC1.CCOC(=O)CC(C)=O>C1CCOC1.[NaH]>CCOC(=O)C(C(C)=O)C1(CCC1)CC(=O)OCC,US20170247315A1_C00016,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1CCC(CC1)C=O.C=CC#N>CCOCC.O[Na].O>CC(C)(C)OC(=O)N1CCC(CC1)(C=O)CCC#N |f:3.4|,US20170275302A1_0232,"Intermediate 13, Step C",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCCC1>CCOC(C)=O.C1CCOC1.C1CN=C2CCCCCN2C1>CCOC(=O)C(C(=O)OCC)C1CCCC(C1)=O,US20170283438A1_0591,Intermediate 45A,3.11.92,Michael addition
CCCCCCCCC1=CCCC1=O.O=C(CC(=O)OCc1ccccc1)OCc1ccccc1>>CCCCCCCCC1C(CCC1C(C(=O)OCc1ccccc1)C(=O)OCc1ccccc1)=O,US20180057440A1_C00173,,3.11.92,Michael addition
CC(C)CCC1=CCCC1=O.O=C(CC(=O)OCc1ccccc1)OCc1ccccc1>>CC(C)CCC1C(CCC1C(C(=O)OCc1ccccc1)C(=O)OCc1ccccc1)=O,US20180057440A1_C00174,,3.11.92,Michael addition
O=C(CC(=O)OCc1ccccc1)OCc1ccccc1.O=C1CCC=C1c1ccccc1>>O=C(OCc1ccccc1)C(C(=O)OCc1ccccc1)C1CCC(C1c1ccccc1)=O,US20180057440A1_C00175,,3.11.92,Michael addition
COc1ccc(cc1)C1=CCCC1=O.O=C(CC(=O)OCc1ccccc1)OCc1ccccc1>>COc1ccc(cc1)C1C(CCC1C(C(=O)OCc1ccccc1)C(=O)OCc1ccccc1)=O,US20180057440A1_C00176,,3.11.92,Michael addition
O=C(CC(=O)OCc1ccccc1)OCc1ccccc1.O=C1CCC=C1c1ccc(cc1)C(F)(F)F>>O=C(OCc1ccccc1)C(C(=O)OCc1ccccc1)C1CCC(C1c1ccc(cc1)C(F)(F)F)=O,US20180057440A1_C00177,,3.11.92,Michael addition
O=C(CC(=O)OCc1ccccc1)OCc1ccccc1.O=C1CCC=C1C(O)c1ccccc1>>O=C1CCC(C1C(O)c1ccccc1)C(C(=O)OCc1ccccc1)C(=O)OCc1ccccc1,US20180057440A1_C00178,,3.11.92,Michael addition
COC(=O)CC(=O)OC.CCCC1=CCCC1=O>>CCCC1C(CCC1C(C(=O)OC)C(=O)OC)=O,US20180057440A1_C00179,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20180064692A1_C00851,,3.11.92,Michael addition
COc1cc(c(c(c1)F)/C=C(\C#N)C(=O)OCC)F.CCOC(C)=O>CC(C)[N-]C(C)C.C1CCOC1.[Li+]>COc1cc(c(c(c1)F)C(CC(=O)OCC)C(C#N)C(=O)OCC)F |f:2.4|,US20180078541A1_C00013,,3.11.92,Michael addition
COc1ccc(cc1)/C=C(\C#N)C(=O)OCC.CCOC(C)=O>CC(C)[N-]C(C)C.C1CCOC1.[Li+]>COc1ccc(cc1)C(CC(=O)OCC)C(C#N)C(=O)OCC |f:2.4|,US20180078541A1_C00016,,3.11.92,Michael addition
COC(=O)/C=C/c1ccc(cc1F)OC.COC(=O)CC#N>CO.CO[Na]>COC(=O)CC(c1ccc(cc1F)OC)C(C#N)C(=O)OC,US20180078541A1_C00019,,3.11.92,Michael addition
COC(=O)/C=C/c1c(cc(cc1F)OC)F.COC(=O)CC#N>CO.CO[Na]>COc1cc(c(c(c1)F)C(CC(=O)OC)C(C#N)C(=O)OC)F,US20180078541A1_C00020,,3.11.92,Michael addition
COc1cc(c(c(c1)F)/C=C(\C#N)C(=O)OCC)F.CCOC(C)=O>CC(C)N(C(C)C)[Li].C1CCOC1>COc1cc(c(c(c1)F)C(CC(=O)OCC)C(C#N)C(=O)OCC)F,US20180078541A1_0294,"intermediate A, Step Step2",3.11.92,Michael addition
COc1ccc(cc1)/C=C(\C#N)C(=O)OCC.CCOC(C)=O>CC(C)N(C(C)C)[Li].C1CCOC1>COc1ccc(cc1)C(CC(=O)OCC)C(C#N)C(=O)OCC,US20180078541A1_0325,"intermediate C, Step Step2",3.11.92,Michael addition
COC(=O)C=Cc1ccc(cc1F)OC.COC(=O)CC#N>CO.CO[Na]>COC(=O)CC(c1ccc(cc1F)OC)C(C#N)C(=O)OC,US20180078541A1_0350,"intermediate E, Step Step2",3.11.92,Michael addition
COC(=O)/C=C/c1ccc(cc1F)F.COC(=O)CC#N>CO.CO[Na]>COC(=O)CC(c1ccc(cc1F)F)C(C#N)C(=O)OC,US20180078541A1_0381,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCCC1>CCOC(C)=O.C1CCOC1.C1CN=C2CCCCCN2C1>CCOC(=O)C(C(=O)OCC)C1CCCC(C1)=O,US20180079758A1_0564,Intermediate 45A,3.11.92,Michael addition
C=C1C(N([C@H](C(NC(C(N(C(C(NC(C(NC(C(N([C@H](C(N([C@H](C(N([C@H](C(N([C@H](C(N[C@H](C(N1C)=O)CC)=O)[C@H](O)[C@H](C)C/C=C/C)C)=O)C(C)C)C)=O)CC(C)C)C)=O)CC(C)C)C)=O)C)=O)C)=O)CC(C)C)C)=O)C(C)C)=O)CC(C)(C)O)C)=O.CCOC(=O)CC(=O)OCC>CCO[Na]>C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(N[C@H](C(N([C@@H](C(N([C@H](C(NC(C(N(C(C(NC(C(NC(C(N([C@H](C(N([C@H](C(N([C@H](C(N1C)=O)C(C)C)C)=O)CC(C)C)C)=O)CC(C)C)C)=O)C)=O)C)=O)CC(C)C)C)=O)C(C)C)=O)CC(C)(C)O)C)=O)CC(C(=O)OCC)C(=O)OCC)C)=O)CC)=O,US20180105558A1_C00271,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.Cc1ncc(cn1)C=CC(=O)CCCCc1ccc2CCCNc2n1>CCO.CCO[Na].C1CCOC1>CCOC(=O)C(C(=O)OCC)[C@H](CC(=O)CCCCc1ccc2CCCNc2n1)c1cnc(nc1)C |&1:59|,US20180110762A1_0242,"Example 4, Step F",3.11.92,Michael addition
CC(=O)CC(=O)OC(C)(C)C.C=CC(C)=O>O=[Cl](=O)(=O)O[Li].CCOCC>CC(C)(C)OC(=O)[C@H](CCC(C)=O)C(C)=O |&1:34|,US20180127368A1_0437,"Intermediate 24, Step A",3.11.92,Michael addition
CCOC(=O)/C=C1\CCC1.CCOC(=O)CC(C)=O>C1CCOC1.[NaH]>CCOC(=O)C(C(C)=O)C1(CCC1)CC(=O)OCC,US20180179142A1_C00016,,3.11.92,Michael addition
CCOC(=O)/C=C/[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C.CCOC(=O)CC#N>CC(C)(C)O[K].CC(=O)O.CCO.ClCCl>CCOC(=O)C(C#N)C(CC(=O)OCC)C1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C,US20180179184A1_0224,,3.11.92,Michael addition
COC(=O)/C=C/C1c2ccccc2CN1C(=O)OC(C)(C)C.COC(=O)CC#N>O=C(O[Cs])O[Cs].CC#N>COC(=O)C(C#N)C(CC(=O)OC)C1c2ccccc2CN1C(=O)OC(C)(C)C,US20180179184A1_0328,,3.11.92,Michael addition
CC(=O)c1ccncc1.Cc1ccc(cc1)C(=O)/C=C/c1ccc(cc1)C>O[Na]>Cc1ccc(cc1)C(=O)CC(CC(=O)c1ccncc1)c1ccc(cc1)C,US20180194995A1_C00019,,3.11.92,Michael addition
Cc1ccc(cc1)C(=O)/C=C/c1ccncc1.O=C1CCCc2ccccc12>O[Na]>Cc1ccc(cc1)C(=O)CC(c1ccncc1)C1CCc2ccccc2C1=O,US20180194995A1_C00021,,3.11.92,Michael addition
CC(=O)c1ccncc1.Cc1ccc(cc1)C(=O)/C=C/c1ccncc1>O.CO.O[Na]>Cc1ccc(cc1)C(=O)CC(CC(=O)c1ccncc1)c1ccncc1,US20180194995A1_0212,,3.11.92,Michael addition
Cc1ccc(cc1)C(=O)/C=C/c1ccncc1.O=C1CCCc2ccccc12>O.CCO.O[Na]>Cc1ccc(cc1)C(=O)CC(c1ccncc1)C1CCc2ccccc2C1=O,US20180194995A1_0219,,3.11.92,Michael addition
COC(=O)CC(=O)OC.COc1ccc(cc1)C=CC#N>Cl.CO.CO[Na]>COC(=O)C(C(=O)OC)[C@H](CC#N)c1ccc(cc1)OC |&1:36|,US20180207153A1_0513,Example 8-1,3.11.92,Michael addition
C=CCOC(=O)C=C.CC1(OC(CC(O1)=O)=O)C>O=C(O[K])O[K]>C=CCOC(=O)CCC1C(OC(OC1=O)(C)C)=O,US20180244705A1_0309,,3.11.92,Michael addition
CC1(OC(CC(O1)=O)=O)C.C=CC(=O)OC(C)(C)C>O=C(O[K])O[K]>CC(C)(C)OC(=O)CCC1C(OC(OC1=O)(C)C)=O,US20180244705A1_0312,,3.11.92,Michael addition
C=CC(C)=O.CC(=O)CC(C)=O>>CC(=O)C(CCC(C)=O)C(C)=O,US20180258115A1_C00011,,3.11.92,Michael addition
CC(=O)CC(C)=O.O=C1C=CCCC1>>CC(=O)C(C(C)=O)C1CCCC(C1)=O,US20180258115A1_C00013,,3.11.92,Michael addition
C=C1C([C@]2(c3ncc(cc3O[C@]2([C@@H]1c1ccccc1)c1ccc(cc1)Br)Cl)O)=O.COC(=O)CC(=O)OC>CO.CO[Na]>COC(=O)C(C[C@H]1C([C@]2(c3ncc(cc3O[C@]2([C@@H]1c1ccccc1)c1ccc(cc1)Br)Cl)O)=O)C(=O)OC,US20180298017A1_C00096,,3.11.92,Michael addition
CCCCCCCCCCCCOC(=O)CC(=O)c1ccccc1.C/C=C/C(=O)C1C(C=CCC1(C)C)C>ClC(Cl)Cl.Cl[Fe](Cl)Cl.O.O.O.O.O.O>CCCCCCCCCCCCOC(=O)C(C(=O)c1ccccc1)C(C)CC(=O)C1C(C=CCC1(C)C)C |f:3.4.5.6.7.8.9|,US20180305637A1_0108,"Example 1, Stage 2",3.11.92,Michael addition
O=C(CC(=O)c1ccccc1)OCc1ccccc1.C/C=C/C(=O)C1C(C=CCC1(C)C)C>ClC(Cl)Cl.Cl[Fe](Cl)Cl.O.O.O.O.O.O>CC1C=CCC(C1C(=O)CC(C)C(C(=O)OCc1ccccc1)C(=O)c1ccccc1)(C)C |f:3.4.5.6.7.8.9|,US20180327695A1_0107,"Example 1, Stage 2",3.11.92,Michael addition
C=C(C)C(=O)OC.O=C1CCc2ccc(cc12)Br>C=CC(=O)OC.CI.CC(C)(C)O[K].C1CCOC1>COC(=O)C(C)CC1Cc2ccc(cc2C1=O)Br,US20180344734A1_C00060,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCCC1>CCOC(C)=O.C1CCOC1.C1CN=C2CCCCCN2C1>CCOC(=O)C(C(=O)OCC)C1CCCC(C1)=O,US20190023719A1_0559,Intermediate 45A,3.11.92,Michael addition
CCOC(=O)/C=C/[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C.CCOC(=O)CC#N>CC(C)(C)O[K].CC(=O)O.CCO.ClCCl>CCOC(=O)C(C#N)C(CC(=O)OCC)C1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C,US20190112294A1_0407,,3.11.92,Michael addition
COC(=O)/C=C/C1c2ccccc2CN1C(=O)OC(C)(C)C.COC(=O)CC#N>O=C(O[Cs])O[Cs].CC#N>COC(=O)C(C#N)C(CC(=O)OC)C1c2ccccc2CN1C(=O)OC(C)(C)C,US20190112294A1_0514,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20190144467A1_C00880,,3.11.92,Michael addition
CC(C)CC(=O)/C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)CC(=O)OC(C)(C)C>Cc1ccccc1.CCN(CC)CC.Br[Li].O>CC(C)CC(=O)CC(/C=C/c1ccccc1)C(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,US20190144367A1_0318,,3.11.92,Michael addition
CC(C)CC(=O)/C=C/C=C/c1ccccc1.CCOC(=O)CC(=O)OCC>Cc1ccccc1.CCN(CC)CC.Br[Li].O>CCOC(=O)C(C(=O)OCC)C(/C=C/c1ccccc1)CC(=O)CC(C)C,US20190144367A1_0323,Example 3,3.11.92,Michael addition
O=C(OCc1ccccc1)N1CCC(CC1)=O.C=CC(=O)OCC>c1ccccc1.c1ccccc1.C1CCNC1>CCOC(=O)CCC1CN(CCC1=O)C(=O)OCc1ccccc1,US20190300544A1_C00093,,3.11.92,Michael addition
CC(=O)CC(=O)OC(C)(C)C.C=CC(C)=O>O=[Cl](=O)(=O)O[Li].CCOCC>CC(C)(C)OC(=O)C(CCC(C)=O)C(C)=O,US20190300523A1_0453,"Intermediate 19, Step A",3.11.92,Michael addition
"COC(=O)/C=C/CCN(CCC(C)=O)S(=O)(=O)c1ccc(cc1)C>C1CCOC1.C1CCNC1>COC(=O)C[C@H]1CCN(C[C@@H]1C(C)=O)S(=O)(=O)c1ccc(cc1)C |&1:39,44|",US20190300540A1_0044,,3.11.92,Michael addition
COC(=O)/C=C/CCN(CCC(C)=O)S(=O)(=O)c1ccc(cc1)C>CCOC(C)=O.COC1CCCC1.C[C@@H](N)c1cccc2ccccc21.Oc1ccccc1O>CC(=O)[C@H]1CN(CC[C@@H]1CC(=O)OC)S(=O)(=O)c1ccc(cc1)C,US20190300540A1_0046,,3.11.92,Michael addition
O=C(OCc1ccccc1)N1CCC(CC1)=O.C=CC(=O)OCC>c1ccccc1.C1CCNC1>CCOC(=O)CCC1CN(CCC1=O)C(=O)OCc1ccccc1,US20190300544A1_0371,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.Cc1ncc(cn1)C=CC(=O)CCCCc1ccc2CCCNc2n1>CCO.CCO[Na].C1CCOC1>CCOC(=O)C(C(=O)OCC)[C@H](CC(=O)CCCCc1ccc2CCCNc2n1)c1cnc(nc1)C |&1:59|,US20190307735A1_0244,"Example 4, Step F",3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20190321343A1_C00851,,3.11.92,Michael addition
CCOC(=O)/C=C/[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C.CCOC(=O)CC#N>CC(C)(C)O[K].CC(=O)O.CCO.ClCCl>CCOC(=O)C(C#N)C(CC(=O)OCC)C1C[C@H](CN1C(=O)OC(C)(C)C)O[Si](C)(C)C(C)(C)C,US20190337925A1_0453,,3.11.92,Michael addition
COC(=O)/C=C/C1c2ccccc2CN1C(=O)OC(C)(C)C.COC(=O)CC#N>O=C(O[Cs])O[Cs].CC#N>COC(=O)C(C#N)C(CC(=O)OC)C1c2ccccc2CN1C(=O)OC(C)(C)C,US20190337925A1_0561,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCCC1>CCOC(C)=O.C1CCOC1.C1CN=C2CCCCCN2C1>CCOC(=O)C(C(=O)OCC)C1CCCC(C1)=O,US20190382416A1_0616,Intermediate 45A,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)/C=C1\COC1>C1CCOC1.[NaH]>CCOC(=O)C(C(=O)OCC)C1(COC1)CC(=O)OCC,US20200017461A1_C01330,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)C=C1COC1>CCCC[N+](CCCC)(CCCC)CCCC.C1CCOC1.[I-].[NaH]>CCOC(=O)C(C(=O)OCC)C1(COC1)CC(=O)OCC |f:2.4|,US20200017461A1_1628,"Example 87, Step 1",3.11.92,Michael addition
C=CC#N.C[C@H]1C(CC[C@@H]2[C@H]1CC[C@@]1([C@H](CC[C@@H]21)[C@H](C)O)C)=O>>C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CCC([C@@]([C@@H]3CC[C@]12C)(C)CCC#N)=O,US20200040029A1_C00009,,3.11.92,Michael addition
C=CC(=O)OCC.CC(C)CCC(=O)c1ccc(cc1Cl)F>Cl.CCOC(C)=O.CC(C)(C)O[K].C1CCOC1>CCOC(=O)CCC(CC(C)C)C(=O)c1ccc(cc1Cl)F,US20200045963A1_1265,"Example 6, Step 1",3.11.92,Michael addition
C=CC(=O)c1ncccc1C.CCOC(=O)CC(=O)c1nc2ccccn2c1-c1ccncc1>CC#N.O=C(O[K])O[K]>CCOC(=O)C(CCC(=O)c1ncccc1C)C(=O)c1nc2ccccn2c1-c1ccncc1,US20200123150A1_C00442,,3.11.92,Michael addition
C=CC(=O)c1ncccc1C.CCOC(=O)CC(=O)c1nc2ccccn2c1-c1ccncc1>CC#N.O=C(O[K])O[K]>CCOC(=O)C(CCC(=O)c1ncccc1C)C(=O)c1nc2ccccn2c1-c1ccncc1,US20200123150A1_C00445,,3.11.92,Michael addition
C=C/C=C1C(CC[C@H]([C@]\1(C)CCCC=O)C(=O)OC)=O>CO.CC(=O)O.O=C(O[K])O[K].C1CCOC1.C1CCNC1>C=C[C@H]1[C@@H](CC[C@@]2([C@@H]1C(CC[C@H]2C(=O)OC)=O)C)C=O,US20200131162A1_C00033,,3.11.92,Michael addition
C=CC(=O)OCC.CCC(=O)c1ccc(cc1)F>[NH4+].O.[Cl-].CCOC(C)=O.CC(C)(C)O[K].C1CCOC1>CCOC(=O)CCC(C)C(=O)c1ccc(cc1)F |f:2.3.4|,US20200172486A1_1226,"Example 7, Step 1",3.11.92,Michael addition
C=CC(=O)c1ncccc1C.CCOC(=O)CC(=O)c1nc2cccc(c2n1C)N1CCN(CC1)C>CC#N.O=C(O[K])O[K]>CN1CCN(CC1)c1cccc2nc(n(c12)C)C(=O)C(CCC(=O)c1ncccc1C)C(=O)OCC,US20200255414A1_C00458,,3.11.92,Michael addition
COC(=O)/C=C/C1c2ccccc2CN1C(=O)OC(C)(C)C.COC(=O)CC#N>O=C(O[Cs])O[Cs].CC#N>COC(=O)C(C#N)C(CC(=O)OC)C1c2ccccc2CN1C(=O)OC(C)(C)C,US20200325118A1_0559,,3.11.92,Michael addition
C=C1C([C@]2(c3ncc(cc3O[C@]2([C@@H]1c1ccccc1)c1ccc(cc1)Br)Cl)O)=O.COC(=O)CC(=O)OC>CO.CO[Na]>COC(=O)C(C[C@H]1C([C@]2(c3ncc(cc3O[C@]2([C@@H]1c1ccccc1)c1ccc(cc1)Br)Cl)O)=O)C(=O)OC,US20200339590A1_C00091,,3.11.92,Michael addition
C=CCOC(=O)C=C.CC1(OC(CC(O1)=O)=O)C>O=C(O[K])O[K]>C=CCOC(=O)CCC1C(OC(OC1=O)(C)C)=O,US20200399298A1_0388,,3.11.92,Michael addition
CC1(OC(CC(O1)=O)=O)C.C=CC(=O)OC(C)(C)C>O=C(O[K])O[K]>CC(C)(C)OC(=O)CCC1C(OC(OC1=O)(C)C)=O,US20200399298A1_0392,,3.11.92,Michael addition
CC(C)CC(=O)/C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)CC(=O)OC(C)(C)C>Cc1ccccc1.CCN(CC)CC.Br[Li].O>CC(C)CC(=O)CC(/C=C/c1ccccc1)C(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,US20210024442A1_0308,,3.11.92,Michael addition
CC(C)CC(=O)/C=C/C=C/c1ccccc1.CCOC(=O)CC(=O)OCC>Cc1ccccc1.CCN(CC)CC.Br[Li].O>CCOC(=O)C(C(=O)OCC)C(/C=C/c1ccccc1)CC(=O)CC(C)C,US20210024442A1_0313,Example 3,3.11.92,Michael addition
C=CC(=O)c1ncccc1C.CCOC(=O)CC(=O)c1nc2ccccn2c1-c1ccncc1>CC#N.O=C(O[K])O[K]>CCOC(=O)C(CCC(=O)c1ncccc1C)C(=O)c1nc2ccccn2c1-c1ccncc1,US20210047320A1_C00442,,3.11.92,Michael addition
C=CC(=O)c1ncccc1C.CCOC(=O)CC(=O)c1nc2ccccn2c1-c1ccncc1>CC#N.O=C(O[K])O[K]>CCOC(=O)C(CCC(=O)c1ncccc1C)C(=O)c1nc2ccccn2c1-c1ccncc1,US20210047320A1_C00446,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20210053955A1_C00070,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20210053955A1_0245,,3.11.92,Michael addition
